offer_id,customer_id,offer_type,accepted,date_offered
113,15690673,Cashback,False,2024-12-06
114,15627360,Fee Waiver,True,2026-06-28
115,15627360,Loyalty Bonus,False,2025-09-09
116,15671137,Rate Discount,False,2025-07-25
117,15671137,Loyalty Bonus,True,2025-06-08
118,15782688,Product Upgrade,False,2026-04-30
119,15591607,Loyalty Bonus,True,2026-02-28
120,15740404,Product Upgrade,True,2026-04-03
121,15718369,Rate Discount,True,2025-09-06
122,15677871,Loyalty Bonus,False,2026-04-11
123,15712543,Fee Waiver,True,2026-01-13
124,15584518,Cashback,False,2025-05-10
125,15584518,Rate Discount,False,2025-01-01
126,15802381,Loyalty Bonus,True,2024-10-31
127,15610156,Cashback,False,2025-10-10
128,15610156,Fee Waiver,False,2025-08-02
129,15594408,Fee Waiver,True,2026-04-16
130,15594408,Cashback,False,2026-06-02
131,15640905,Loyalty Bonus,True,2025-05-12
132,15640905,Loyalty Bonus,False,2025-11-08
133,15698932,Loyalty Bonus,False,2026/07/31
134,15698932,Loyalty Bonus,False,2025-12-22
135,15724944,Fee Waiver,False,2025-06-21
136,15628145,Product Upgrade,True,2026-03-25
137,15713483,Product Upgrade,True,2025-10-25
138,15713483,Cashback,False,2026-02-18
139,15705707,Product Upgrade,False,2025-03-14
140,15754105,Loyalty Bonus,False,2026-01-02
141,15703264,Rate Discount,True,2025-06-23
142,15650237,Rate Discount,False,2025-04-28
143,15811589,Loyalty Bonus,False,2025-09-19
144,15689044,Fee Waiver,True,2024-11-07
145,15689044,Rate Discount,True,2026-05-20
146,15709368,Rate Discount,True,2024-09-07
147,15709368,Cashback,True,2026-08-19
148,15679145,Fee Waiver,False,2025-12-28
149,15655007,Loyalty Bonus,True,2025-10-13
150,15623595,Rate Discount,True,2026-01-07
151,15641122,Rate Discount,False,2024-09-26
152,15630910,Loyalty Bonus,True,2026-01-19
153,15630910,Fee Waiver,True,2025-11-09
154,15588537,Product Upgrade,True,2026-07-02
155,15611325,Cashback,False,2025-12-22
156,15587562,Product Upgrade,False,2024-10-17
157,15613172,Rate Discount,False,2024-10-28
158,15613172,Cashback,False,2025-08-11
159,15651022,Rate Discount,N/A,2025-06-14
160,15586310,Rate Discount,False,2026-08-27
161,15625524,RATE DISCOUNT,True,2024-09-26
162,15625524,Fee Waiver,False,2025-11-16
163,15755209,Fee Waiver,True,2025-01-22
164,15645248,Cashback,False,2025-01-07
165,15790355,Cashback,False,2025-01-09
166,15762615,Rate Discount,False,2026-02-17
167,15762615,Cashback,True,01-19-2025
168,15716334,Fee Waiver,True,2024-11-03
169,15621075,Cashback,True,2026-01-27
170,15719377,Cashback,True,2026-03-23
171,15708710,Fee Waiver,False,2026-05-22
172,15726676,Product Upgrade,True,2024-09-27
173,15726676,Loyalty Bonus,True,2024-09-28
174,15587421,Fee Waiver,True,2025-12-01
175,20626974,Product Upgrade,True,2026-08-30
176,15594815,Rate Discount, False ,2026-01-28
177,15656176,Fee Waiver,False,2025-03-06
178,15811127,Cashback,True,2024-10-01
179,15604482,Product Upgrade,False,2025-05-17
180,15604482,Rate Discount,False,2025-07-19
181,15622911,Product Upgrade,True,2025-04-15
182,15600974,Loyalty Bonus,False,2025-03-04
183,15727868,Loyalty Bonus,True,2024-11-10
184,15627801,Fee Waiver,False,2025-05-12
185,15773039,Product Upgrade,True,2025-03-16
186,15755262,Product Upgrade,True,2025-02-14
187,15679531,Cashback,True,2026-07-03
188,15684181,Loyalty Bonus,False,2025-09-18
189,15684181,Loyalty Bonus,False,2026-04-18
190,15612087,Cashback,False,2025-07-28
191,15752047,Cashback,True,2024-10-01
192,15624592,Fee Waiver,True,2026-07-03
193,15624592,Fee Waiver,True,2024-12-31
194,15573152,Product Upgrade,True,2025-10-04
195,15594917,Product Upgrade,True,2024-11-25
196,15594917,Cashback,False,2026-06-16
197,15785542,Fee Waiver,False,2025-12-07
198,15785542,Loyalty Bonus,False,2025-06-09
199,15774854,Product Upgrade,True,2025-08-07
200,15774854,Rate Discount,TRUE,2025-04-19
201,15787155,Product Upgrade,False,2025-04-01
202,15733247,Product Upgrade,True,2026-01-14
203,15605461,Loyalty Bonus,True,2025-07-17
204,15808473,Fee Waiver,False,2025-04-03
205,15627000,Fee Waiver,False,2025-03-13
206,15772896,Product Upgrade,False,2025-05-13
207,15772896,Loyalty Bonus,False,2025-04-20
208,15711540,Cashback,True,2026-07-27
209,15794056,Loyalty Bonus,False,2025-02-13
210,41700723,Loyalty Bonus,False,2026-07-12
211,15651001,Fee Waiver,False,2026-04-03
212,15813844,Cashback,True,2024-11-10
213,15813844,Fee Waiver,,2025-10-14
214,15596175,Cashback,False,2026-03-02
215,15576269,Cashback,False,2024-11-20
offer_216,15685500,Cashback,False,2024-11-13
217,15685500,Rate Discount,True,2026-07-21
218,15599792,Loyalty Bonus,True,2025-12-10
219,15772423,Rate Discount,False,2025-10-07
220,15772423,Cashback,True,2025-09-30
221,15628112,Cashback,False,2026-07-27
222,15793726,Cashback,True,2026-08-01
223,15793726,Product Upgrade,True,2025-10-17
224,15694717,Cashback,False,2025-08-21
225,15694717,Loyalty Bonus,False,2025-03-02
226,15665834,Cashback,False,2026-07-24
227,15665834,Rate Discount,True,2025-11-29
228,15636684,Cashback,True,2026-04-12
229,15750803,Fee Waiver,False,2025-10-28
230,15673481,Fee Waiver,False,2025-09-21
231,15686776,Cashback,True,2025-04-17
232,15700696,Loyalty Bonus,True,2025-01-21
233,15653857,Loyalty Bonus,True,2025-12-01
234,15787071,Loyalty Bonus,False,2024-11-02
235,15725166,Loyalty Bonus,True,2025-12-30
236,15800116,Product Upgrade,False,2026-02-28
237,15758685,Rate Discount,True,2025-05-11
238,15694456,Cashback,False,2025-07-27
239,15694456,Loyalty Bonus,False,2025-07-26
240,15767339,Loyalty Bonus,False,2025-03-10
241,15767339,Loyalty Bonus,False,2026-04-21
242,15683562,Product Upgrade,False,2024-10-28
243,15683562,Cashback,True,2025-12-24
244,15668893,Loyalty Bonus,True,2025-07-30
245,15699389,Rate Discount,True,2025-04-25
246,15626144,Loyalty Bonus,True,2026-04-15
247,15727556,product upgrade,False,2026-07-07
248,15727556,Rate Discount,True,2025-01-06
249,15652266,Rate Discount,False,2025-10-08
250,15655774, Cashback ,False,2025-02-07
251,15590241,Loyalty Bonus,True,2026-01-02
252,15785819,Rate Discount,False,2026-05-20
253,15723654,Loyalty Bonus,True,2024-09-28
254,15723654,cashback,False,2024-11-24
255,15774510,Loyalty Bonus,False,2026-05-19
256,15774510,Cashback,True,2026-03-07
257,15650068,Rate Discount,True,2026-08-26
258,15811490,Product Upgrade,False,2025-03-24
259,15811490,Cashback,True,2026-02-23
260,15682541,Rate Discount,False,2025-04-06
261,15695699,Rate Discount,True,2026-05-21
262,15624188,Rate Discount,False,2026-04-26
263,15812191,Fee Waiver,True,2026-02-04
264,15773972,Fee Waiver,False,2026-03-23
265,15773972,Loyalty Bonus,False,2025-01-10
266,15746726,Fee Waiver,False,2025/08/28
267,15712287,Fee Waiver,True,2026-07-28
268,15702919,Product Upgrade,False,2024-10-28
269,15631868,Cashback,True,2026-01-28
270,15666252,Loyalty Bonus,True,2024-10-20
271,15626114,Loyalty Bonus,TRUEE,2026-01-05
272,15626114,Rate Discount,False,2026-01-25
273,15810834,Loyalty Bonus,True,2026-03-01
274,15585215,Cashback,True,2026-01-15
275,15736601,Rate Discount,False,2025-01-24
276,15736008,Fee Waiver,False,2025-01-24
277,15624528,Rate Discount,True,2024-11-08
278,15598493,Cashback,True,2025-04-20
279,15601274,Product Upgrade,False,"Jun 23, 2026"
280,15702669,Rate Discount,True,2026-05-10
281,15728669,Rate Discount,True,2026-08-17
282,15728669,Fee Waiver,False,2026-08-03
283,15742668,Product Upgrade,True,2025-01-16
284,15742668,Rate Discount,True,2025-09-11
285,15697441,Loyalty Bonus,True,2024-10-13
286,15648064,Fee Waiver,False,2025-03-22
287,15648064,Cashback,True,2025-10-05
288,15636624,Cashback,False,2026-04-26
offer_289,15745844,Loyalty Bonus,False,2026-05-19
290,15745844,Rate Discount,False,2026-05-03
291,15681081,Product Upgrade,True,2025-05-10
292,15785869,Fee Waiver,True,2026-06-26
293,15785869,Rate Discount,True,2026-07-13
294,15735203,Rate Discount,False,2024-11-15
295,15735203,Loyalty Bonus,False,2025-02-12
296,15659420,Loyalty Bonus,True,2026-04-05
297,15777352,Cashback,False,2025-11-08
298,15777352,Rate Discount,False,2026-04-08
299,15625461,Fee Waiver,True,2025-09-01
300,43078623,Cashback,True,2025-10-11
301,15611759,Cashback,False,2026-03-16
302,15661629,Rate Discount,False,2024-12-25
303,15633950,Rate Discount,True,2025-08-09
304,15633950,Rate Discount,False,2025-03-03
305,15592386,Cashback,False,2025-06-20
306,15696674,Cashback,False,2026-07-20
307,15706365,Cashback,False,2025-09-01
308,15676715,Fee Waiver,True,2025-10-25
309,15676715,Cashback,True,2025-07-26
310,15613085,Cashback,False,2026-03-30
311,15613085,Fee Waiver,True,2025-03-09
312,15633537,Rate Discount,False,2025-03-26
313,15594720,Product Upgrade,False,2026-07-21
314,15684042,Product Upgrade,False,2025-05-04
315,15583303,Fee Waiver,False,2025-02-02
316,15611579,Fee Waiver,False,2025-10-13
317,15774696,Cashback,,2026-02-24
318,15688074,Cashback,False,2026-02-12
319,15759537,Loyalty Bonus,True,2025-01-22
320,15583456,Rate Discount,True,2026-06-23
321,15583456,Rate Discount,False,2025-12-23
322,15677371,Rate Discount,True,2025-04-02
323,15677371,Product Upgrade,False,2024-10-26
324,15568240,Cashback,True,2025-12-10
325,15568240,Cashback,True,2025-12-07
326,15622993,Fee Waiver,True,2026-03-22
327,15622993,Fee Waiver,False,2025-07-28
328,15689294,Fee Waiver,False,2025-03-29
329,15689294,Rate Discount,False,2026-02-11
330,15776433,Fee Waiver,UNKNOWN,2025-07-05
331,15776433,Loyalty Bonus,False,2025-07-29
332,15748936,Product Upgrade,True,2026-06-05
333,15717225,Product Upgrade,True,2026-02-26
334,15717225,Rate Discount,True,2025-08-29
335,15785611,Rate Discount,False,2024-09-02
336,15684548,Loyalty Bonus,False,"Feb 27, 2026"
337,15620505,Rate Discount,True,2026-05-09
338,15620505,Fee Waiver,True,2025-05-09
339,15807432,Fee Waiver,True,2026-04-02
340,15807432,Cashback,True,2026-04-14
341,92530052,Rate Discount,False,2025-08-26
342,15612187,Cashback,False,2025-05-03
343,15612187,Product Upgrade,False,2024-09-14
344,15762218,Fee Waiver,False,2026-06-02
345,15646372,Product Upgrade,False,2026-01-11
346,15690452,Cashback,True,2025-05-19
347,15690452,Loyalty Bonus,True,2026-07-29
348,15781589,Product Upgrade,True,2026-06-11
349,15781589,Rate Discount,True,2025-03-10
350,15732674,Rate Discount,True,2024-11-11
351,15732674,cashback,True,2024-09-11
352,15642291,Loyalty Bonus,False,2025-03-26
353,15578045,Rate Discount,False,2024-10-01
354,15578045,Cashback,True,2026-02-09
355,15701376,Cashback,N/A,2026-01-02
356,15701376,Product Upgrade,False,2025-11-29
357,15566594,Loyalty Bonus,True,2026-01-28
358,15760431,Rate Discount,True,2025-02-26
359,15760431,Fee Waiver,True,2026-02-19
360,15810432,Loyalty Bonus,True,2025-06-03
361,15809616,Cashback,True,2024-10-03
362,15809616,Product Upgrade,True,2025-12-10
363,15720559,Cashback,False,2024-11-29
364,15720559,Cashback,True,2024-12-17
365,15695632,Product Upgrade,False,2025-08-19
366,15695632,Fee Waiver,True,2025-04-29
367,15659843,Cashback,True,2025-02-01
368,15615624,Rate Discount,True,2025-01-18
369,15615624,Cashback,False,2025-04-19
370,15810418,Product Upgrade,True,2026-07-25
371,15716186,Fee Waiver,False,2026-06-14
372,15716186,Rate Discount,False,2024-10-12
373,15622834,Loyalty Bonus,False,2025-07-21
374,15622834,Loyalty Bonus,True,2024-12-10
375,15566111,Product Upgrade,MAYBE,2025-03-10
376,15652883,Cashback,True,2026-04-23
377,15806964,Loyalty Bonus,True,2024-10-14
378,15576313,Loyalty Bonus,True,2024-12-08
379,15806467,Fee Waiver,False,2025-03-07
380,15806467,Cashback,True,2026-01-26
381,15743040,Cashback,True,2025-04-17
382,15595039,Loyalty Bonus,True,2026-06-21
383,15799384,Cashback,False,2024-10-11
384,15581197,Fee Waiver,True,2026-02-19
385,15693737,Rate Discount,True,2025-03-26
386,15624623,Rate Discount,False,2025-01-01
387,15624623,Fee Waiver,False,2024-11-12
388,15782735,product upgrade,True,2025-09-29
389,15611088,Product Upgrade,True,2025-04-05
390,15611088,Loyalty Bonus,True,2025-10-19
391,15672145,Cashback,False,2026-07-31
392,15787470,Product Upgrade,False,2025-04-13
393,15803406,Cashback,False,2026-02-10
394,15803406,Cashback,True,2025-09-08
395,15644572,Loyalty Bonus,True,2026-05-04
396,15644572,Loyalty Bonus,True,2025-04-07
397,15694860,Loyalty Bonus,True,2025-08-27
398,15785798,Cashback,True,2026-04-22
399,15785798,Fee Waiver,True,2026-08-30
400,15710825,Fee Waiver,False,2025-05-22
401,15710825,Rate Discount,True,2026-08-02
402,15733797,Product Upgrade,False,2025-11-06
403,15733797,Product Upgrade,False,2026-04-06
404,15634632,Product Upgrade,True,2026-07-15
405,15707362,Rate Discount,False,2026-02-23
406,15707362,Loyalty Bonus,False,2025-05-29
407,15662976,Cashback,True,2026-07-26
408,15662976,Fee Waiver,MAYBE,2026-01-22
409,15718443,Product Upgrade,False,2024-09-16
410,15773792,Loyalty Bonus,False,2025-04-27
411,15613786,Fee Waiver,False,2025-03-26
412,15613786,Loyalty Bonus,True,2026-02-09
413,15726032,Product Upgrade,True,2026-02-14
414,15663252,Loyalty Bonus,False,2024-11-24
415,15593782,Loyalty Bonus,False,2026-05-04
416,15593782,Loyalty Bonus,True,2025-11-24
417,15759298,Fee Waiver,True,2025-07-16
418,15683625,Cashback,True,2024-12-22
419,15635367,Rate Discount,False,2026-01-11
420,15681705,Cashback,2,2025-07-20
421,15603156,Rate Discount,False,2025-05-02
422,15603156,Loyalty Bonus,True,2025-03-20
423,15797736,Product Upgrade,False,2024-11-15
424,15797736,Rate Discount,True,2026-02-21
425,15695585,Loyalty Bonus,False,2026-03-25
426,15744398,Cashback,False,2026-08-18
427,15744398,NULL,False,2025-03-06
428,15750658,Product Upgrade,True,2025-02-08
429,15578186,Product Upgrade,True,2026-04-13
430,15637954,Rate Discount,False,2025-11-19
431,15758639,Cashback,False,2026-08-19
432,15613772,Loyalty Bonus,False,2024-09-08
433,15731744,Product Upgrade,True,2026-05-01
434,15807709,Product Upgrade,NULL,2026-05-17
435,15714689,Loyalty Bonus,False,2025-08-08
436,15714689,Fee Waiver,False,2025-11-06
437,15699005,Fee Waiver,True,2024-09-21
438,15624170,Loyalty Bonus,True,2026-03-09
439,15624170,Product Upgrade,True,2025-08-04
440,15725679,Loyalty Bonus,False,2025-08-31
441,15725679,Product Upgrade,False,2024-09-26
442,15585865,Fee Waiver,True,2025-04-07
443,15585865,Cashback,True,2025-07-19
444,15804256,Product Upgrade,False,2026-08-23
445,15662403,Fee Waiver,False,2024-11-14
446,15677020,Rate Discount,False,2025-06-18
447,15677020,Cashback,True,2025-11-17
448,15727688,Product Upgrade,False,2025-07-08
449,15714485,Cashback,False,2025-07-02
450,15715527,Loyalty Bonus,True,2026-01-31
451,15576623,Fee Waiver,True,2025-07-07
452,15805565,Fee Waiver,False,2025-08-17
453,15805565, Cashback ,True,2024-12-19
454,15568506,Rate Discount,False,2026-08-20
455,15782236,Loyalty Bonus,True,2025-03-23
456,15782236,Cashback, True ,2026-08-01
457,15682048,Rate Discount,False,2026-04-21
458,15682048,Fee Waiver,True,2026-07-14
459,15745417,Rate Discount,False,2025-11-02
460,15671256,Cashback,False,2024-09-03
461,15653547,Fee Waiver,True,2026-07-14
462,15653547,Rate Discount,False,2025-05-01
463,15595766,Cashback,False,2026-05-08
464,15595766,Cashback,False,2025-05-24
465,15742358,Rate Discount,True,2025-02-28
466,15763274,Rate Discount,True,2026-07-14
467,15763274,Fee Waiver,True,2025-11-17
468,15786063,Product Upgrade,False,2026-08-23
469,15573318,Product Upgrade,False,2025-05-20
470,15573318,Rate Discount,True,2025-08-29
471,15653849,Product Upgrade,False,2025-03-24
472,15736112,Fee Waiver,True,2025-09-25
473,15749851,Rate Discount,False,2026-04-10
474,15749851,N/A,True,2026-01-26
475,15592300,Product Upgrade,True,2025-10-19
476,15776780,Loyalty Bonus,True,2025-08-19
477,15776780,Fee Waiver,False,2026-02-12
478,15592846,Cashback,True,2025-03-21
479,15739803,Product Upgrade,False,2024-09-19
480,15739803,Loyalty Bonus,True,2026-07-07
481,15667896,Product Upgrade,False,2024-09-28
482,15667896,Fee Waiver,True,2025-12-09
483,15776223,Fee Waiver,True,2025-04-07
484,15705953,Loyalty Bonus,True,2026-01-08
485,15802593,Rate Discount,False,2024-11-14
486,15708916,Fee Waiver,False,2024-10-24
487,15720187,Loyalty Bonus,True,2025-09-19
488,41090443,Product Upgrade,False,2024-12-26
489,15657284,Product Upgrade,False,2026-07-24
490,15705515,Loyalty Bonus,True,2026-03-07
491,15634844,Fee Waiver,True,2025-10-01
492,15571816,Loyalty Bonus,True,2025-04-25
493,15788126,Loyalty Bonus,False,2025-08-21
494,15811773,Cashback,True,2025-03-07
495,15811773,Product Upgrade,True,2026-07-11
496,15795564,Rate Discount,False,2024-12-13
497,15706647,Rate Discount,False,2025-04-26
498,15706647,Rate Discount,False,2026-03-01
499,15728505,Product Upgrade,False,2026-06-16
500,15730076,Product Upgrade,False,2025-04-15
501,15622003,Cashback,False,2025-09-28
502,15622003,Fee Waiver,False,2025-04-11
503,15607312,Fee Waiver,False,2025-09-23
504,15607312,Rate Discount,False,2026-01-30
505,15653620,Fee Waiver,False,2024-11-06
506,15753719,Loyalty Bonus,True,2025-12-09
507,15803689,Product Upgrade,False,2026-05-23
508,15803689,Loyalty Bonus,False,2025-04-13
509,15718057,Fee Waiver,False,2025-10-01
510,15722010,Rate Discount,False,2026-07-22
511,15679587,Fee Waiver,False,2026-01-22
512,15603925,Rate Discount,False,2025-01-12
513,15680970,Loyalty Bonus,False,2024-10-18
514,15697183,Rate Discount,False,2025-03-28
515,15697183,,False,2025-07-23
516,15567446,Rate Discount,True,2025-06-10
517,15683503,Cashback,False,2026-04-02
518,15645569,Rate Discount,True,2024-10-01
519,15645569,Product Upgrade,False,08-06-2026
520,15592387,Product Upgrade,False,2025-10-08
521,15814035,Loyalty Bonus,True,2024-10-18
522,15661249,RATE DISCOUNT,False,2026-02-17
523,15586585,Product Upgrade,True,2026-06-06
524,15586585,Cashback,False,2024-10-06
525,15686611,Loyalty Bonus,True,2024-10-05
526,15686611,Rate Discount,True,2026-07-15
527,15619857,Rate Discount,False,2025-09-08
528,15660271,Product Upgrade,True,2024-12-05
529,15660271,Loyalty Bonus,True,2025-09-28
530,15719352,Fee Waiver,True,2025-10-17
531,15719352,Loyalty Bonus,False,2025-12-13
532,15766575,Product Upgrade,False,2025-08-15
533,15594594,Product Upgrade,True,2024-10-17
534,15594594,Loyalty Bonus,False,2026-05-28
535,15646161,Product Upgrade,False,2025-04-11
536,15682585,Loyalty Bonus,True,2025-07-22
537,15682585,Loyalty Bonus,True,2025-02-13
538,15603134,Rate Discount,True,2025-08-31
539,15604119,Fee Waiver,False,2024-11-05
540,15604119,Cashback,False,2026-03-20
541,15589030,Cashback,False,2026-08-08
542,15692463,Loyalty Bonus,False,2026-05-12
543,15712403,Fee Waiver,True,2024-11-25
544,15712403,Cashback,False,2024-12-17
545,15811762,Fee Waiver,TRUEE,2025-04-27
546,15718673,Cashback,False,2025-08-14
547,15724282,Loyalty Bonus,False,2025-10-25
548,15738181,Product Upgrade,False,2025-06-05
549,15738181,Loyalty Bonus,False,2026-06-03
550,15633648,Rate Discount,False,2026-02-10
551,15633648,Fee Waiver,True,2024-10-03
552,15583725,Cashback,True,2024-11-14
553,15798398,Loyalty Bonus,False,2026-04-01
554,15784844,Fee Waiver,True,2024-11-24
555,15698786,Loyalty Bonus,False,11/03/2025
556,customer_15698786,Loyalty Bonus,True,2025-04-03
557,15569807,Cashback,False,2026-03-14
558,15730830,Fee Waiver,False,2025-11-24
559,15805112,Cashback,True,2026-08-27
560,15805112,Product Upgrade,False,2024-09-06
561,15633064,Rate Discount,False,2025-03-31
562,15633064,Rate Discount,True,2026-01-11
563,15703119,Fee Waiver,True,2025-12-26
564,15813850,,False,2025-05-30
565,15711889,Cashback,True,2025-07-04
566,15664610,Product Upgrade,False,2025-06-23
567,15664610,Loyalty Bonus,False,2026-05-19
568,15813741,Product Upgrade,False,2025-07-23
569,15603065,Cashback,False,2024-10-30
570,15603065,Rate Discount,True,2025-10-16
571,15592937,Loyalty Bonus,True,2024-09-13
572,15699637,Rate Discount,False,2024-11-25
573,15667215,Product Upgrade,False,2024-12-10
574,15788659,Cashback,False,2026-06-15
575,15763218,Loyalty Bonus,False,2026-03-28
576,15725511,Rate Discount,True,2025-03-24
577,15576368,Fee Waiver,True,2024-11-14
578,15576368,Loyalty Bonus,True,2026-03-07
579,15674991,Rate Discount,True,2026-08-22
580,15721024,Fee Waiver,False,2025-07-06
581,15745621,Product Upgrade,True,2026-01-16
582,15745621,Product Upgrade,True,2026-04-08
583,15642394,Loyalty Bonus,False,2024-11-01
584,15754605,Fee Waiver,True,2025-09-10
585,83701378,Loyalty Bonus,False,2024-11-16
586,15613880,Loyalty Bonus,False,2025-06-21
587,15747867,Product Upgrade,True,N/A
588,15801277,Fee Waiver,True,2024-11-04
589,15579334,Fee Waiver,False,2025-08-12
590,15579334,Fee Waiver,False,2025-06-09
591,15720649,Cashback,False,2025-03-01
592,15720649,Product Upgrade,False,2025-06-14
593,15688251,Cashback,True,2025-04-16
594,15688251,Cashback,False,2025-11-07
595,15740900,Rate Discount,False,2026-07-28
596,15740900,Fee Waiver,True,2025-09-27
597,15727299,Fee Waiver,False,2026-06-16
598,15620204,Product Upgrade,False,2024-10-12
599,15620204,Rate Discount,True,2026-06-03
600,15736534,Rate Discount,False,2026-07-02
601,15803457,Cashback,False,2026-06-05
602,15659098,Fee Waiver,True,2025-01-10
603,15808621,Product Upgrade,True,2026-01-15
604,15808621,Product Upgrade,True,2026-04-23
605,15580148,Fee Waiver,False,2026-03-13
606,15580148,Loyalty Bonus,False,2025-09-26
607,15773809,Rate Discount,False,2026-05-10
608,15773809,Rate Discount,True,2025-07-22
609,15734886,Cashback,True,2026-02-08
610,15650288,Rate Discount,True,2025-10-24
611,15629448,Product Upgrade,True,2025-09-15
612,15807609,Product Upgrade,False,2025-09-26
613,15807609,Loyalty Bonus,False,2024-10-20
614,15578977,Cashback,False,2024-12-18
615,15677369,Rate Discount,False,2025-02-07
616,15677369,Rate Discount,False,2026-04-15
