customer_id,log_date,monthly_balance,num_products,product_type,usage_log_id
15577657,2025-12-01,3093.48,2,Checking,243
15577657,2026-01-01,2775.81,2,Loan,244
15577657,2026-02-01,2922.19,2,Checking,245
15577657,2026-03-01,2811.98,2,Credit Card,246
15577657,2026-04-01,3209.31,2,Loan,247
15577657,2026-05-01,2543.34,2,Savings,248
15577657,2026-06-01,2739.49,2,Savings,249
15577657,2026-07-01,2949.92,2,Credit Card,250
15577657,2026-08-01,2577.13,2,Credit Card,251
15577657,2026-09-01,2647.86,2,Checking,252
15597945,2025-10-01,1759.47,2,Loan,253
15597945,2025-11-01,1982.9,2,Savings,254
15597945,2025-12-01,1729.01,2,Loan,255
15597945,2026-01-01,1837.07,2,Checking,256
15597945,2026-02-01,1911.73,2,Checking,257
15597945,2026-03-01,1864.7,2,Credit Card,258
15597945,2026-04-01,1755.21,2,Checking,259
15597945,2026-05-01,2192.66,2,Savings,260
15597945,2026-06-01,1736.94,2,Credit Card,261
15597945,2026-07-01,2100.27,2,Investment,262
15597945,2026-08-01,1993.63,2,Savings,263
15597945,2026-09-01,2143.56,2,Investment,264
15699309,2025-10-01,2881.91,1,Savings,265
15699309,2025-11-01,2951.68,1,Checking,266
15699309,2025-12-01,2770.78,1,Loan,267
15699309,2026-01-01,3255.43,1,Credit Card,268
15699309,2026-02-01,3169.7,1,Credit Card,269
15699309,2026-03-01,3053.7,1,Checking,270
15699309,2026-04-01,3116.41,1,Savings,271
15699309,2026-05-01,3141.99,1,Investment,272
15699309,2026-06-01,3425.89,1,Loan,273
15699309,2026-07-01,3274.72,1,Checking,274
15699309,2026-08-01,3234.84,1,Savings,275
15699309,2026-09-01,2828.16,1,Checking,276
15725737,2025-10-01,3316.31,2,Loan,277
15725737,2025-11-01,4080.2,2,Checking,278
15725737,2025-12-01,3987.14,2,Credit Card,279
15725737,2026-01-01,3491.44,2,Credit Card,280
15725737,2026-02-01,3993.69,2,Loan,281
15725737,2026-03-01,3987.29,2,Loan,282
15725737,2026-04-01,4378.72,2,Credit Card,283
15725737,2026-05-01,4377.55,2,Credit Card,284
15725737,2026-06-01,4391.5,2,Credit Card,285
15725737,2026-07-01,3778.66,2,Investment,286
15725737,2026-08-01,4414.2,2,Savings,287
15725737,2026-09-01,4418.18,2,Checking,288
15625047,2025-10-01,3682.33,1,Loan,289
15625047,2025-11-01,4536.5,1,Checking,290
15625047,2025-12-01,3419.52,1,Loan,291
15625047,2026-01-01,3647.34,1,Checking,292
15625047,2026-02-01,3694.41,1,Investment,293
15625047,2026-03-01,3972.7,1,Credit Card,294
15625047,2026-04-01,4411.3,1,Savings,295
15625047,2026-05-01,4304.25,1,Credit Card,296
15625047,2026-06-01,4220.84,1,Loan,297
15625047,2026-07-01,3630.56,1,Loan,298
15625047,2026-08-01,3439.03,1,Checking,299
15625047,2026-09-01,4479.26,1,Credit Card,300
15738191,2025-10-01,3908.47,2,Credit Card,301
15738191,2025-11-01,4137.02,2,Loan,302
15738191,2025-12-01,3332.45,2,Credit Card,303
15738191,2026-01-01,3332.28,2,Loan,304
15738191,2026-02-01,3836.32,2,Loan,305
15738191,2026-03-01,3598.62,2,Credit Card,306
15738191,2026-04-01,4132.35,2,Credit Card,307
15738191,2026-05-01,4104.83,2,Investment,308
15738191,2026-06-01,3684.24,2,Investment,309
15738191,2026-07-01,3687.69,2,Savings,310
15738191,2026-08-01,4027.04,2,Credit Card,311
15738191,2026-09-01,3459.99,2,Investment,312
15736816,2025-10-01,142631.85,1,Checking,313
15736816,2025-11-01,121197.53,1,Checking,314
15736816,2025-12-01,146882.92,1,Loan,315
15736816,2026-01-01,127417.62,1,Checking,316
15736816,2026-02-01,139199.52,1,Credit Card,317
15736816,2026-03-01,116404.65,1,Investment,318
15736816,2026-04-01,153249.53,1,Checking,319
15736816,2026-05-01,133975.2,1,Checking,320
15736816,2026-06-01,120292.33,1,Credit Card,321
15736816,2026-07-01,140092.17,1,Savings,322
15736816,2026-08-01,128265.59,1,Savings,323
15736816,2026-09-01,119300.03,1,Savings,324
15700772,2025-10-01,4230.37,2,Checking,325
15700772,2025-11-01,3643.57,2,Checking,326
15700772,2025-12-01,4282.47,2,Credit Card,327
15700772,2026-01-01,4337.85,2,Savings,328
15700772,2026-02-01,3551.25,2,Savings,329
15700772,2026-03-01,3495.79,2,Savings,330
15700772,2026-04-01,4014.09,2,Credit Card,331
15700772,2026-05-01,3459.36,2,Investment,332
15700772,2026-06-01,3697.07,2,Credit Card,333
15700772,2026-07-01,3964.49,2,Investment,334
15700772,2026-08-01,4098.16,2,Investment,335
15700772,2026-09-01,3993.71,2,Investment,336
15728693,2025-10-01,134928.76,1,Credit Card,337
15728693,2025-11-01,155788.3,1,Credit Card,338
15728693,2025-12-01,124327.18,1,Investment,339
15728693,2026-01-01,136351.07,1,Checking,340
15728693,2026-02-01,156361.95,1,Loan,341
15728693,2026-03-01,127946.46,1,Loan,342
15728693,2026-04-01,143856.61,1,Loan,343
15728693,2026-05-01,120354.12,1,Checking,344
15728693,2026-06-01,161854.41,1,Investment,345
15728693,2026-07-01,159414.34,1,Loan,346
15728693,2026-08-01,125917.64,1,Credit Card,347
15728693,2026-09-01,159907.77,1,Credit Card,348
15656300,2025-10-01,57443.91,2,Checking,349
15656300,2025-11-01,64309.33,2,Savings,350
15656300,2025-12-01,60668.6,2,Investment,351
15656300,2026-01-01,64320.2,2,Credit Card,352
15656300,2026-02-01,63963.22,2,Savings,353
15656300,2026-03-01,52030.26,2,Loan,354
15656300,2026-04-01,52249.83,2,Loan,355
15656300,2026-05-01,68570.71,2,Savings,356
15656300,2026-06-01,65403.25,2,Investment,357
15656300,2026-07-01,59628.26,2,Investment,358
15656300,2026-08-01,58608.6,2,Investment,359
15656300,2026-09-01,65567.09,2,Investment,360
15589475,2025-10-01,3937.4,3,Loan,361
15589475,2025-11-01,3400.16,3,Savings,362
15589475,2025-12-01,4228.6,3,Savings,363
15589475,2026-01-01,3888.18,3,Loan,364
15589475,2026-02-01,3406.5,3,Loan,365
15589475,2026-03-01,3375.86,3,Investment,366
15589475,2026-04-01,3709.8,3,Savings,367
15589475,2026-05-01,4065.04,3,Savings,368
15589475,2026-06-01,4227.36,3,Credit Card,369
15589475,2026-07-01,4054.28,3,Loan,370
15589475,2026-08-01,3796.22,3,Credit Card,371
15589475,2026-09-01,3639.74,3,Investment,372
15706552,2025-10-01,88116.52,1,Investment,373
15706552,2025-11-01,81872.32,1,Investment,374
15706552,2025-12-01,89192.64,1,Credit Card,375
15706552,2026-01-01,92744.57,1,Investment,376
15706552,2026-02-01,79819.48,1,Loan,377
15706552,2026-03-01,96338.35,1,Investment,378
15706552,2026-04-01,72674.56,1,Loan,379
15706552,2026-05-01,83262.9,1,Loan,380
15706552,2026-06-01,91937.17,1,Investment,381
15706552,2026-07-01,75332.43,1,Credit Card,382
15706552,2026-08-01,94035.77,1,Credit Card,383
15706552,2026-09-01,96787.14,1,Loan,384
15750181,2025-10-01,125789.41,2,Credit Card,385
15750181,2025-11-01,100251.98,2,Credit Card,386
15750181,2025-12-01,116932.43,2,Loan,387
15750181,2026-01-01,121470.2,2,Investment,388
15750181,2026-02-01,94222.52,2,Investment,389
15750181,2026-03-01,110787.46,2,Credit Card,390
15750181,2026-04-01,124081.96,2,Checking,391
15750181,2026-05-01,101536.42,2,Loan,392
15750181,2026-06-01,121145.99,2,Savings,393
15750181,2026-07-01,106234.67,2,Checking,394
15750181,2026-08-01,116979.25,2,Investment,395
15750181,2026-09-01,95539.59,2,Loan,396
15659428,2025-10-01,1258.82,2,Investment,397
15659428,2025-11-01,1499.37,2,Savings,398
15659428,2025-12-01,1221.64,2,Credit Card,399
15659428,2026-01-01,1493.63,2,Savings,400
15659428,2026-02-01,1115.48,2,Savings,401
15659428,2026-03-01,1471.35,2,Savings,402
15659428,2026-04-01,1237.08,2,Savings,403
15659428,2026-05-01,1396.38,2,Loan,404
15659428,2026-06-01,1410.89,2,Checking,405
15659428,2026-07-01,1179.01,2,Credit Card,406
15659428,2026-08-01,1403.6,2,Investment,407
15659428,2026-09-01,1162.12,2,Investment,408
15732963,2025-10-01,5183.76,2,Checking,409
15732963,2025-11-01,5051.21,2,Loan,410
15732963,2025-12-01,4965.52,2,Checking,411
15732963,2026-01-01,4113.69,2,Investment,412
15732963,2026-02-01,4653.46,2,Loan,413
15732963,2026-03-01,4216.22,2,Credit Card,414
15732963,2026-04-01,4455.37,2,Savings,415
15732963,2026-05-01,4547.62,2,Loan,416
15732963,2026-06-01,5399.2,2,Savings,417
15732963,2026-07-01,4752.41,2,Loan,418
15732963,2026-08-01,4431.04,2,Savings,419
15732963,2026-09-01,4954.82,2,Loan,420
15794171,2025-10-01,136397.33,1,Savings,421
15794171,2025-11-01,114968.24,1,Loan,422
15794171,2025-12-01,121367.28,1,Credit Card,423
15794171,2026-01-01,119065.86,1,Checking,424
15794171,2026-02-01,148356.03,1,Loan,425
15794171,2026-03-01,132750.33,1,Credit Card,426
15794171,2026-04-01,125179.98,1,Savings,427
15794171,2026-05-01,137932.49,1,Savings,428
15794171,2026-06-01,145719.07,1,Loan,429
15794171,2026-07-01,114248.7,1,Loan,430
15794171,2026-08-01,117689.63,1,Investment,431
15794171,2026-09-01,118370.08,1,Investment,432
15788448,2025-10-01,162188.81,1,Credit Card,433
15788448,2025-11-01,146862.46,1,Loan,434
15788448,2025-12-01,165682.69,1,Savings,435
15788448,2026-01-01,129332.82,1,Credit Card,436
15788448,2026-02-01,160369.24,1,Savings,437
15788448,2026-03-01,141760.51,1,Credit Card,438
15788448,2026-04-01,162977.05,1,Investment,439
15788448,2026-05-01,129115.94,1,Credit Card,440
15788448,2026-06-01,128114.0,1,Savings,441
15788448,2026-07-01,155079.56,1,Credit Card,442
15788448,2026-08-01,137270.71,1,Checking,443
15788448,2026-09-01,158186.73,1,Loan,444
15729599,2025-10-01,81759.95,1,Investment,445
15729599,2025-11-01,80659.3,1,Loan,446
15729599,2025-12-01,69449.0,1,Credit Card,447
15729599,2026-01-01,84709.84,1,Loan,448
15729599,2026-02-01,81459.6,1,Savings,449
15729599,2026-03-01,87997.48,1,Savings,450
15729599,2026-04-01,80545.6,1,Checking,451
15729599,2026-05-01,80294.08,1,Savings,452
15729599,2026-06-01,75795.04,1,Savings,453
15729599,2026-07-01,82335.09,1,Credit Card,454
15729599,2026-08-01,68039.95,1,Credit Card,455
15729599,2026-09-01,74774.81,1,Loan,456
15717426,2025-10-01,2267.28,1,Credit Card,457
15717426,2025-11-01,2441.45,1,Investment,458
15717426,2025-12-01,1969.68,1,Loan,459
15717426,2026-01-01,2202.66,1,Credit Card,460
15717426,2026-02-01,2162.15,1,Credit Card,461
15717426,2026-03-01,1896.9,1,Savings,462
15717426,2026-04-01,1938.0,1,Checking,463
15717426,2026-05-01,2331.0,1,Checking,464
15717426,2026-06-01,2442.63,1,Credit Card,465
15717426,2026-07-01,2275.65,1,Loan,466
15717426,2026-08-01,2003.82,1,Loan,467
15717426,2026-09-01,2206.24,1,Checking,468
15585768,2025-10-01,67096.29,2,Checking,469
15585768,2025-11-01,69462.88,2,Credit Card,470
15585768,2025-12-01,60888.4,2,Loan,471
15585768,2026-01-01,75893.25,2,Loan,472
15585768,2026-02-01,68717.31,2,Credit Card,473
15585768,2026-03-01,64271.59,2,Checking,474
15585768,2026-04-01,74059.67,2,Credit Card,475
15585768,2026-05-01,61287.44,2,Checking,476
15585768,2026-06-01,68141.53,2,Investment,477
15585768,2026-07-01,66671.0,2,Loan,478
15585768,2026-08-01,73691.11,2,Savings,479
15585768,2026-09-01,72841.98,2,Credit Card,480
15619360,2025-10-01,3593.93,1,Investment,481
15619360,2025-11-01,3875.95,1,Investment,482
15619360,2025-12-01,3742.38,1,Credit Card,483
15619360,2026-01-01,4324.89,1,Loan,484
15619360,2026-02-01,3282.55,1,Savings,485
15619360,2026-03-01,3610.02,1,Credit Card,486
15619360,2026-04-01,3553.96,1,Checking,487
15619360,2026-05-01,4169.23,1,Loan,488
15619360,2026-06-01,4149.98,1,Investment,489
15619360,2026-07-01,3419.24,1,Investment,490
15619360,2026-08-01,3562.48,1,Savings,491
15619360,2026-09-01,4265.34,1,Investment,492
15738148,2025-10-01,140180.15,1,Checking,493
15738148,2025-11-01,114736.23,1,Checking,494
15738148,2025-12-01,110380.88,1,Savings,495
15738148,2026-01-01,106631.88,1,Investment,496
15738148,2026-02-01,136438.46,1,Credit Card,497
15738148,2026-03-01,137100.15,1,Credit Card,498
15738148,2026-04-01,116383.19,1,Loan,499
15738148,2026-05-01,109918.92,1,Investment,500
15738148,2026-06-01,132749.73,1,Investment,501
15738148,2026-07-01,135190.58,1,Checking,502
15738148,2026-08-01,140191.04,1,Checking,503
15738148,2026-09-01,115888.15,1,Loan,504
15687946,2025-10-01,121043.45,1,Checking,505
15687946,2025-11-01,131630.72,1,Investment,506
15687946,2025-12-01,128361.23,1,Credit Card,507
15687946,2026-01-01,107214.42,1,Checking,508
15687946,2026-02-01,126376.18,1,Investment,509
15687946,2026-03-01,130801.73,1,Loan,510
15687946,2026-04-01,102006.4,1,Checking,511
15687946,2026-05-01,125180.71,1,Checking,512
15687946,2026-06-01,120738.53,1,Investment,513
15687946,2026-07-01,131693.28,1,Credit Card,514
15687946,2026-08-01,127103.46,1,Investment,515
15687946,2026-09-01,133585.62,1,Loan,516
15755196,2025-10-01,114093.38,1,Investment,517
15755196,2025-11-01,124597.15,1,Credit Card,518
15755196,2025-12-01,128966.58,1,Checking,519
15755196,2026-01-01,116878.28,1,Investment,520
15755196,2026-02-01,119937.91,1,Savings,521
15755196,2026-03-01,115689.87,1,Loan,522
15755196,2026-04-01,146847.81,1,Savings,523
15755196,2026-05-01,139675.65,1,Savings,524
15755196,2026-06-01,116276.89,1,Investment,525
15755196,2026-07-01,117938.96,1,Checking,526
15755196,2026-08-01,122185.28,1,Checking,527
15755196,2026-09-01,132975.48,1,Investment,528
15684171,2025-10-01,171433.02,1,Savings,529
15684171,2025-11-01,161423.22,1,Loan,530
15684171,2025-12-01,134931.95,1,Investment,531
15684171,2026-01-01,174974.22,1,Loan,532
15684171,2026-02-01,136594.63,1,Checking,533
15684171,2026-03-01,134219.03,1,Investment,534
15684171,2026-04-01,172360.09,1,Investment,535
15684171,2026-05-01,139645.89,1,Credit Card,536
15684171,2026-06-01,139116.45,1,Savings,537
15684171,2026-07-01,168100.73,1,Credit Card,538
15684171,2026-08-01,174562.01,1,Credit Card,539
15684171,2026-09-01,139041.35,1,Investment,540
15754849,2025-10-01,111773.92,2,Checking,541
15754849,2025-11-01,99523.13,2,Investment,542
15754849,2025-12-01,111594.71,2,Investment,543
15754849,2026-01-01,113118.14,2,Checking,544
15754849,2026-02-01,104716.01,2,Investment,545
15754849,2026-03-01,120199.34,2,Loan,546
15754849,2026-04-01,123642.4,2,Loan,547
15754849,2026-05-01,104932.24,2,Checking,548
15754849,2026-06-01,94625.14,2,Loan,549
15754849,2026-07-01,106791.0,2,Loan,550
15754849,2026-08-01,124177.87,2,Investment,551
15754849,2026-09-01,105125.77,2,Credit Card,552
15602280,2025-10-01,112421.36,1,Savings,553
15602280,2025-11-01,106691.02,1,Loan,554
15602280,2025-12-01,121673.76,1,Loan,555
15602280,2026-01-01,115477.05,1,Loan,556
15602280,2026-02-01,104613.41,1,Savings,557
15602280,2026-03-01,100887.19,1,Savings,558
15602280,2026-04-01,121093.29,1,Investment,559
15602280,2026-05-01,127356.36,1,Investment,560
15602280,2026-06-01,99141.07,1,Investment,561
15602280,2026-07-01,124262.41,1,Loan,562
15602280,2026-08-01,98166.85,1,Investment,563
15602280,2026-09-01,106205.62,1,Checking,564
15771573,2025-10-01,147552.17,1,Investment,565
15771573,2025-11-01,141206.2,1,Savings,566
15771573,2025-12-01,133985.68,1,Credit Card,567
15771573,2026-01-01,129854.17,1,Loan,568
15771573,2026-02-01,157282.81,1,Savings,569
15771573,2026-03-01,137847.19,1,Loan,570
15771573,2026-04-01,138860.46,1,Loan,571
