cust_key,customer_id,age,gender,geography,credit_score,balance,tenure_months,num_products,has_cr_card,is_active,estimated_salary,is_churned,CLV_LTV,avg_ticket_res_time_hrs,dw_start_date,dw_end_date
884150656,15611189,43,Male,Spain,670,97792.21,12.0,1,False,False,120225.62,False,391168.84,,2025-09-01,
860289978,15566380,33,Female,Spain,586,66948.67,120.0,1,True,True,140759.03,False,133897.34,8.83,2016-09-03,
911980221,15705676,35,Female,France,690,107944.33,108.0,2,False,False,48478.47,False,431777.32,1.8,2017-09-03,
887075745,15646720,55,Female,Spain,628,0.0,84.0,3,True,False,85890.75,True,0.0,4.15,2019-09-03,
862051342,15583736,36,Male,Germany,829,81795.74,48.0,2,True,False,90106.94,False,490774.44,,2022-09-02,
861211395,15576124,41,Male,France,582,40488.76,12.0,1,True,False,128528.83,False,161955.04,23.3,2025-09-01,
917546210,15766137,34,Male,France,0,0.0,24.0,2,True,True,83087.13,False,0.0,,2024-09-01,
884300532,15616270,42,Male,Spain,620,106920.91,48.0,1,False,True,119747.08,False,320762.73,,2022-09-02,
916505380,15752312,49,Male,Spain,551,150777.72,12.0,2,True,True,135757.27,False,1206221.76,19.93,2025-09-01,
862946962,15592925,42,Male,Spain,711,177626.77,36.0,3,False,True,16392.72,True,0.0,6.5,2023-09-02,
889928963,15679029,33,Male,France,718,102874.28,84.0,1,False,False,117841.06,False,205748.56,,2019-09-03,
891569387,15692226,31,Female,France,705,142905.51,36.0,1,True,True,58134.97,False,428716.53,,2023-09-02,
888886397,15665064,36,Male,France,523,158351.02,96.0,2,True,False,155304.53,False,633404.08,11.6,2018-09-03,
887965667,15655335,36,Male,France,590,0.0,12.0,2,True,False,48876.84,False,0.0,5.4,2025-09-01,
915703107,15746569,38,Male,France,589,0.0,48.0,1,True,False,95483.48,True,0.0,35.43,2022-09-02,
862972166,15593496,36,Female,Spain,526,91132.18,60.0,1,False,False,58111.71,False,182264.36,17.53,2021-09-02,
888983522,15668886,38,Female,Spain,684,0.0,36.0,2,True,False,44255.65,False,0.0,10.2,2023-09-02,
912813341,15712551,58,Female,Germany,622,116922.25,84.0,1,True,False,120415.61,True,0.0,21.33,2019-09-03,
912958486,15717164,32,Male,Spain,485,102238.01,72.0,2,True,True,194010.12,False,408952.04,,2020-09-02,
887046117,15645778,42,Male,Spain,670,81589.04,36.0,1,True,False,188227.8,False,244767.12,15.1,2023-09-02,
884268635,15615012,23,Male,France,594,156267.59,60.0,1,True,False,160968.44,False,312535.18,18.0,2021-09-02,
918532127,15778410,52,Female,Spain,533,0.0,84.0,1,False,True,194113.99,True,0.0,7.15,2019-09-03,
940516093,15802256,28,Male,France,439,110976.23,84.0,2,True,False,138526.96,False,443904.92,2.57,2019-09-03,
916688932,15758813,39,Male,Germany,350,109733.2,0.0,2,False,False,123602.11,True,0.0,26.7,2026-09-01,
889872443,15677382,69,Female,Spain,625,107569.96,12.0,1,True,True,182336.45,False,430279.84,,2025-09-01,
890617931,15681402,61,Female,Germany,763,66101.89,12.0,1,True,True,143981.27,False,264407.56,19.7,2025-09-01,
885257757,15627697,34,Male,France,662,0.0,24.0,2,False,True,21497.27,False,0.0,,2024-09-01,
887963712,15655123,45,Female,Spain,505,131355.3,108.0,3,True,False,195395.33,True,0.0,57.73,2017-09-03,
920261127,15794566,28,Female,France,678,0.0,48.0,2,True,True,144423.17,True,0.0,16.23,2022-09-02,
889816735,15675791,36,Male,France,610,129440.3,48.0,2,True,False,102638.35,False,776641.8,14.4,2022-09-02,
890712174,15684925,43,Female,France,850,0.0,36.0,2,False,False,2465.8,False,0.0,26.1,2023-09-02,
913675361,15720354,71,Male,France,581,0.0,48.0,2,True,True,197562.08,False,0.0,,2022-09-02,
940641984,15806956,30,Male,Spain,746,112666.67,12.0,1,False,False,11710.4,True,0.0,18.4,2025-09-01,
918535136,15778752,32,Male,France,708,86614.06,120.0,2,True,True,172129.26,False,346456.24,4.3,2016-09-03,
914840031,15738634,47,Male,France,533,83347.25,108.0,1,True,True,137696.25,False,166694.5,2.1,2017-09-03,
916715006,15759456,34,Male,Spain,609,140694.78,84.0,2,True,False,46266.63,False,562779.12,,2019-09-03,
919248328,15781598,41,Male,Germany,756,149049.92,72.0,1,False,True,50422.36,True,0.0,14.43,2020-09-02,
914868799,15739514,32,Female,France,659,0.0,108.0,2,True,True,93155.75,False,0.0,,2017-09-03,
916711194,15759067,37,Female,Germany,1000,158411.95,84.0,4,True,True,117690.58,True,0.0,3.55,2019-09-03,
920315933,15796074,36,Female,France,717,99472.76,24.0,2,True,False,94274.72,True,0.0,20.0,2024-09-01,
862972075,15593468,33,Female,France,850,0.0,36.0,2,True,True,11159.19,False,0.0,12.83,2023-09-02,
914750817,15735688,31,Female,France,753,106596.29,72.0,1,False,False,91305.77,False,213192.58,6.75,2020-09-02,
918506434,15777896,33,Female,Germany,850,83415.04,24.0,1,False,True,74917.64,False,333660.16,,2024-09-01,
883290463,15603554,45,Female,France,513,164649.52,0.0,3,True,False,49915.52,True,0.0,7.85,2026-09-01,
940637272,15806486,48,Female,France,705,0.0,0.0,2,False,False,149772.61,False,0.0,8.4,2026-09-01,
917399267,15761364,30,Male,France,679,0.0,108.0,2,True,False,157871.55,False,0.0,30.7,2017-09-03,
915609828,15743149,35,Female,France,711,0.0,96.0,1,True,True,67508.01,False,0.0,10.8,2018-09-03,
919455743,15788442,57,Female,Spain,681,173306.13,24.0,1,False,True,131964.66,False,693224.52,,2024-09-01,
890682598,15683993,37,Female,France,493,142987.46,96.0,2,True,False,158840.99,False,571949.84,6.6,2018-09-03,
916567046,15754569,57,Male,France,664,0.0,12.0,2,True,True,56562.57,False,0.0,16.43,2025-09-01,
915701091,15746338,40,Female,France,565,0.0,24.0,2,True,True,129956.13,False,0.0,23.8,2024-09-01,
861276933,15578788,40,Male,Spain,786,0.0,72.0,2,False,False,41248.8,False,0.0,,2020-09-02,
883412572,15607874,38,Male,France,687,144450.58,0.0,1,False,True,137276.83,False,722252.9,2.6,2026-09-01,
891573353,15692664,58,Female,France,677,90022.85,12.0,1,False,True,2988.28,False,360091.4,,2025-09-01,
918558200,15779052,25,Female,Germany,604,157780.84,60.0,2,True,True,58426.81,False,631123.36,,2021-09-02,
915668572,15745088,29,Female,Germany,443,99027.61,108.0,2,True,False,10940.4,False,396110.44,2.2,2017-09-03,
917396321,15761043,38,Female,Germany,632,86569.76,72.0,2,True,False,98090.91,False,346279.04,,2020-09-02,
889812648,15675316,38,Female,France,619,0.0,36.0,2,False,True,116467.35,False,0.0,9.0,2023-09-02,
863123969,15598782,30,Female,Germany,755,154221.37,72.0,2,False,True,62688.55,False,616885.48,,2020-09-02,
891629186,15694296,35,Male,France,631,112392.45,108.0,2,True,False,24472.23,False,449569.8,18.2,2017-09-03,
913889633,15727944,48,Female,Germany,701,92072.68,12.0,1,True,True,133992.36,False,368290.72,,2025-09-01,
886954725,15642544,34,Male,France,723,0.0,60.0,2,False,True,12092.03,False,0.0,,2021-09-02,
940723635,15809143,32,Male,Germany,456,133060.63,108.0,1,True,True,125167.92,False,266121.26,20.2,2017-09-03,
886927787,15641835,37,Male,France,683,140997.26,36.0,1,False,True,52876.41,False,422991.78,9.3,2023-09-02,
886988425,15643967,37,Female,France,652,92208.54,48.0,1,False,True,197699.8,True,0.0,15.4,2022-09-02,
912930497,15716328,40,Female,France,501,0.0,24.0,2,False,False,141946.92,False,0.0,17.3,2024-09-01,
918413992,15774536,32,Female,France,607,0.0,72.0,2,False,False,196062.01,False,0.0,12.5,2020-09-02,
920406300,15799186,38,Male,France,632,0.0,48.0,2,False,False,192505.62,False,0.0,,2022-09-02,
911976403,15705281,38,Male,Spain,800,0.0,108.0,1,True,False,78744.39,False,0.0,6.7,2017-09-03,
912751967,15710397,26,Male,France,584,0.0,48.0,2,True,False,147600.54,False,0.0,11.55,2022-09-02,
883264583,15602979,29,Male,France,751,135536.5,12.0,1,True,False,66825.33,False,542146.0,,2025-09-01,
919273988,15782100,22,Male,Spain,544,66483.32,36.0,1,False,True,110317.39,False,199449.96,1.9,2023-09-02,
889785803,15674637,68,Female,France,491,107571.61,36.0,1,False,True,113695.99,False,322714.83,,2023-09-02,
887851461,15651883,55,Female,Germany,794,115796.7,72.0,1,True,False,160526.36,True,0.0,7.13,2020-09-02,
914715257,15734085,24,Male,Germany,465,117154.9,60.0,1,True,True,127744.02,False,234309.8,6.8,2021-09-02,
862135101,15586183,35,Female,France,561,0.0,60.0,2,True,False,59981.62,False,0.0,1.9,2021-09-02,
862969223,15593178,36,Female,France,568,153610.61,120.0,1,True,True,54083.8,True,0.0,10.3,2016-09-03,
917551104,15766663,22,Male,France,639,0.0,48.0,2,True,False,28188.96,False,0.0,8.88,2022-09-02,
912784357,15711602,36,Female,France,676,91711.59,36.0,1,True,True,95393.43,False,275134.77,24.3,2023-09-02,
862196479,15588341,47,Male,Spain,647,99835.17,120.0,1,False,True,89103.05,False,199670.34,33.6,2016-09-03,
883409654,15607560,39,Female,France,572,0.0,24.0,2,True,True,555.28,False,0.0,6.5,2024-09-01,
919363554,15785167,29,Male,Spain,795,0.0,48.0,2,False,False,155711.64,False,0.0,4.6,2022-09-02,
860317730,15567147,40,Male,Spain,802,0.0,48.0,2,True,True,81908.09,False,0.0,,2022-09-02,
911887005,15702277,34,Male,France,650,106005.54,48.0,1,False,True,142995.32,False,318016.62,9.8,2022-09-02,
887817734,15650454,57,Male,France,641,0.0,60.0,2,True,True,122449.18,False,0.0,5.2,2021-09-02,
917606749,15768233,37,Male,Germany,435,114346.3,96.0,1,False,True,980.93,True,0.0,16.5,2018-09-03,
862138759,15586523,29,Female,Germany,720,106230.92,84.0,1,True,True,69903.93,True,0.0,82.7,2019-09-03,
940581470,15804864,27,Female,France,670,79336.61,60.0,1,True,True,26170.08,False,158673.22,4.8,2021-09-02,
886179257,15637461,35,Male,France,758,0.0,84.0,2,True,False,77951.84,False,0.0,20.7,2019-09-03,
891689700,15696388,38,Male,Germany,755,111096.91,48.0,1,True,True,19762.88,False,333290.73,2.55,2022-09-02,
912783518,15711540,29,Female,France,712,0.0,24.0,1,True,True,144375.0,False,0.0,29.3,2024-09-01,
890768838,15686611,30,Male,France,495,129755.99,120.0,1,False,False,172749.65,False,259511.98,10.02,2016-09-03,
891688577,15696231,29,Male,France,635,-1.0,84.0,1,True,True,149853.89,False,-2.0,,2019-09-03,
920408993,15799422,40,Female,France,535,0.0,96.0,1,True,True,27689.77,False,0.0,,2018-09-03,
913019802,15719302,50,Female,France,765,126547.8,108.0,1,True,True,79579.94,True,0.0,10.2,2017-09-03,
914600769,15730540,45,Male,Spain,794,88656.37,96.0,2,True,False,116547.31,False,354625.48,11.3,2018-09-03,
885047980,15620507,30,Female,Germany,485,156771.68,60.0,1,True,True,141148.21,False,313543.36,8.8,2021-09-02,
889007575,15669293,37,Male,France,517,113308.84,60.0,1,False,True,31517.16,False,226617.68,13.27,2021-09-02,
887159353,15649121,52,Male,France,665,0.0,36.0,1,True,False,116137.01,True,0.0,3.3,2023-09-02,
885198014,15625641,74,Female,Germany,697,108071.36,36.0,2,True,True,16445.79,False,648428.16,6.1,2023-09-02,
884123621,15610446,51,Female,France,714,88308.87,48.0,3,False,False,5862.53,True,0.0,9.3,2022-09-02,
940573814,15804075,36,Female,Germany,628,91286.51,36.0,1,True,False,63085.94,False,273859.53,1.9,2023-09-02,
889905897,15678727,45,Male,Germany,770,110765.68,48.0,1,True,False,26163.74,True,0.0,,2022-09-02,
890647818,15682435,35,Male,France,600,143744.77,48.0,2,True,False,104076.51,False,862468.62,1.85,2022-09-02,
915758715,15748123,20,Male,France,613,0.0,36.0,2,True,True,149613.77,False,0.0,,2023-09-02,
890828668,15688691,51,Female,Germany,665,110610.41,108.0,2,False,True,1112.76,True,0.0,6.5,2017-09-03,
915730011,15747265,27,Female,Germany,598,171283.91,120.0,1,True,True,84136.12,False,342567.82,,2016-09-03,
863036306,15595917,35,Female,France,580,102097.33,12.0,1,False,True,168285.85,False,408389.32,15.5,2025-09-01,
862193719,15588080,54,Male,France,675,0.0,72.0,1,True,False,110273.84,True,0.0,17.33,2020-09-02,
887992762,15656096,26,Female,Spain,679,76554.06,36.0,1,True,True,184800.27,False,229662.18,11.3,2023-09-02,
890853531,15689152,38,Male,Spain,683,126152.84,36.0,1,False,False,15378.75,False,378458.52,2.4,2023-09-02,
888060026,15658890,46,Male,Germany,603,98899.76,48.0,2,True,True,86190.34,False,593398.56,29.7,2022-09-02,
863061414,15596455,45,Female,Spain,546,0.0,24.0,1,False,False,197789.83,True,0.0,8.45,2024-09-01,
915616704,15743893,42,Male,France,471,164951.56,36.0,1,True,False,190531.77,False,494854.68,19.7,2023-09-02,
890739173,15685653,40,Female,Germany,585,162261.01,36.0,2,True,False,137028.51,False,973566.06,10.5,2023-09-02,
891540744,15691387,29,Male,France,483,0.0,108.0,1,True,True,81634.45,False,0.0,24.53,2017-09-03,
860288964,15566269,25,Male,France,787,0.0,60.0,2,True,False,47307.9,False,0.0,14.1,2021-09-02,
912845988,15713845,38,Male,France,688,148045.68,84.0,1,True,False,175479.92,True,0.0,3.25,2019-09-03,
912845119,15713774,46,Female,Spain,644,12459.19,72.0,1,False,False,156787.34,True,0.0,11.15,2020-09-02,
918384382,15773591,46,Male,France,787,117685.31,84.0,2,True,True,93360.35,False,470741.24,,2019-09-03,
918355427,15772650,55,Male,France,732,136576.02,108.0,1,False,True,3268.17,True,0.0,3.55,2017-09-03,
941475198,15813862,66,Male,Spain,526,132044.6,84.0,2,True,True,158365.89,False,528178.4,20.9,2019-09-03,
884152415,15611331,46,Female,France,511,0.0,12.0,1,True,True,115779.48,True,0.0,2.2,2025-09-01,
860353282,15568742,37,Female,France,536,0.0,108.0,1,True,False,121299.14,False,0.0,18.1,2017-09-03,
916628482,15756743,37,Female,France,625,115895.42,84.0,1,True,False,48486.25,False,231790.84,9.2,2019-09-03,
890590311,15680683,29,Male,Spain,640,197200.04,60.0,2,True,False,141453.62,False,788800.16,4.2,2021-09-02,
915701086,15746333,57,Female,France,562,0.0,36.0,3,True,False,6554.97,True,0.0,17.8,2023-09-02,
886064839,15633944,32,Male,Spain,644,136659.74,36.0,1,True,True,14187.78,False,409979.22,,2023-09-02,
919453761,15788224,45,Male,Germany,669,123949.75,12.0,1,False,False,110881.56,False,495799.0,5.0,2025-09-01,
885103001,15622083,30,Male,Germany,647,143138.91,72.0,2,True,False,2955.46,False,572555.64,4.73,2020-09-02,
860384907,15569917,37,Male,Spain,706,87609.68,72.0,2,False,False,137674.55,True,0.0,23.03,2020-09-02,
884217857,15613962,38,Female,France,499,0.0,108.0,2,False,True,183042.2,False,0.0,,2017-09-03,
887964703,15655232,35,Male,Germany,437,126803.34,72.0,2,True,True,161133.4,False,507213.36,1.2,2020-09-02,
862202190,15588928,47,Male,France,704,0.0,60.0,2,True,True,145338.61,False,0.0,4.2,2021-09-02,
941503101,15814675,39,Female,Germany,642,128264.03,96.0,1,True,False,61792.76,True,0.0,14.1,2018-09-03,
940462148,15800811,40,Male,France,702,148556.74,36.0,1,False,True,146056.29,False,445670.22,2.3,2023-09-02,
915702948,15746515,36,Male,France,750,136492.92,84.0,3,True,True,26500.29,True,0.0,3.3,2019-09-03,
863096101,15597983,69,Male,France,692,154953.94,120.0,1,True,True,70849.47,False,309907.88,4.65,2016-09-03,
913915578,15728542,71,Female,France,850,0.0,48.0,2,True,True,107236.87,False,0.0,,2022-09-02,
920315930,15796071,29,Male,Spain,657,83889.03,84.0,1,True,False,153059.62,False,167778.06,6.35,2019-09-03,
920143848,15790750,36,Male,Germany,592,123187.51,120.0,1,False,True,146111.35,False,246375.02,,2016-03-09,
941527932,15815125,45,Male,Spain,668,102486.21,48.0,2,True,True,158379.25,False,614917.26,1.9,2022-09-02,
890828645,15688689,37,Female,Germany,678,149000.91,96.0,2,True,True,21472.42,False,596003.64,1.1,2018-09-03,
941529824,15815316,50,Male,France,644,76817.0,108.0,4,True,False,196371.13,True,0.0,1.8,2017-09-03,
919248134,15781530,21,Male,France,690,0.0,96.0,2,True,True,155782.89,False,0.0,1.6,2018-09-03,
918473638,15776558,31,Male,France,673,108345.22,12.0,1,False,True,38802.03,False,433380.88,6.5,2025-09-01,
911983039,15705953,51,Male,Spain,721,169312.13,0.0,1,True,False,109078.35,True,0.0,11.95,2026-09-01,
883286557,15603134,40,Female,Spain,656,167878.5,120.0,1,False,True,151887.16,False,335757.0,11.38,2016-09-03,
887165184,15649744,51,Female,France,628,123981.31,36.0,2,True,True,40546.15,False,743887.86,6.2,2023-09-02,
913703328,15721189,66,Female,France,666,0.0,84.0,2,True,True,99792.82,False,0.0,,2019-09-03,
860347396,15568106,38,Female,France,592,119278.01,96.0,2,False,True,19370.73,False,477112.04,,2018-09-03,
940579389,15804610,41,Female,France,601,0.0,12.0,2,False,True,160607.06,False,0.0,2.4,2025-09-01,
887850283,15651713,45,Male,France,0,148071.39,72.0,1,True,False,183575.01,False,296142.78,,2020-09-02,
885227932,15626684,38,Female,France,547,167539.97,60.0,1,False,True,159207.34,False,335079.94,,2021-09-02,
913761700,15723008,45,Female,France,720,102882.4,12.0,2,True,True,35633.15,True,0.0,3.63,2025-09-01,
884122690,15610355,44,Male,France,0,63438.91,12.0,1,True,False,64375.4,False,253755.64,1.5,2025-09-01,
920173484,15791700,47,Male,Germany,773,118079.47,24.0,4,True,True,143007.49,True,0.0,17.63,2024-09-01,
916714944,15759436,50,Female,France,758,95813.76,24.0,3,True,True,67944.09,True,0.0,9.95,2024-09-01,
887132639,15648489,53,Male,France,487,199689.49,48.0,1,True,True,24207.86,True,0.0,5.7,2022-09-02,
861986182,15581198,39,Female,Germany,668,122104.79,0.0,1,True,False,112946.67,True,0.0,12.35,2026-09-01,
913799334,15724858,54,Female,France,688,0.0,108.0,1,True,False,191212.63,True,0.0,12.3,2017-09-03,
920381224,15798659,43,Female,Spain,526,0.0,36.0,2,True,False,31705.19,False,0.0,,2023-09-02,
889934814,15679651,37,Female,Spain,783,136689.66,12.0,1,True,False,197890.65,False,546758.64,,2025-09-01,
888827773,15663161,51,Female,Germany,680,143139.87,60.0,1,False,False,47795.43,True,0.0,4.8,2021-09-02,
913707196,15721592,38,Female,France,665,0.0,60.0,2,True,False,156439.56,False,0.0,1.7,2021-09-02,
887875274,15652218,33,Male,France,750,152302.72,24.0,1,True,False,71333.44,False,609210.88,21.23,2024-09-01,
889877002,15677804,38,Male,Spain,783,0.0,12.0,3,True,True,80178.54,True,0.0,50.45,2025-09-01,
884396634,15619972,47,Female,France,807,167664.83,108.0,1,False,False,125440.11,True,0.0,27.2,2017-09-03,
883406810,15607278,46,Female,Spain,794,134593.79,96.0,1,True,True,46386.37,False,269187.58,7.23,2018-09-03,
884334110,15617655,35,Female,Spain,564,0.0,108.0,2,True,True,105837.38,False,0.0,2.7,2017-09-03,
915524328,15740557,43,Female,France,753,0.0,60.0,2,True,False,109881.71,False,0.0,,2021-09-02,
912964068,15717706,32,Female,France,799,106045.92,36.0,2,True,True,17938.0,False,636275.52,8.9,2023-09-02,
862198314,15588517,38,Male,France,717,0.0,84.0,2,True,True,158580.05,False,0.0,2.3,2019-09-03,
886150365,15636541,35,Male,Germany,683,144961.97,60.0,1,False,True,26796.73,False,289923.94,30.2,2021-09-02,
860295752,15566988,46,Female,Germany,656,141535.52,84.0,1,True,False,50595.15,True,0.0,29.4,2019-09-03,
891716450,15697035,31,Female,Spain,740,0.0,96.0,2,False,False,86657.48,False,0.0,,2018-09-03,
887010430,15644132,30,Female,France,724,142475.87,108.0,1,True,True,107848.24,False,284951.74,17.75,2017-09-03,
887041087,15645200,37,Female,Germany,581,152508.99,24.0,1,True,False,187597.98,True,0.0,,2024-09-01,
920234278,15793883,28,Male,France,798,0.0,36.0,2,True,False,2305.27,False,0.0,2.6,2023-09-02,
891692332,15696605,49,Male,France,571,180614.04,48.0,1,False,False,523.0,False,541842.12,29.43,2022-09-02,
940605338,15805212,67,Female,France,806,0.0,12.0,1,False,True,103945.58,False,0.0,6.3,2025-09-01,
886926764,15641715,34,Male,France,599,0.0,96.0,2,True,True,174196.68,False,0.0,,2018-09-03,
887046915,15645820,27,Male,France,698,0.0,84.0,2,True,False,111471.55,False,0.0,9.25,2019-09-03,
862015819,15582149,34,Female,Germany,850,129668.43,36.0,2,True,True,88743.99,False,778010.58,23.83,2023-09-02,
886000330,15631406,50,Male,Germany,459,109387.9,60.0,1,True,False,155721.15,False,218775.8,,2021-09-02,
884304382,15616676,23,Male,Germany,632,122478.51,36.0,1,True,False,147230.77,True,0.0,18.8,2023-09-02,
890647913,15682467,36,Female,France,725,118851.05,12.0,1,True,True,102747.02,False,475404.2,4.5,2025-09-01,
