activity_key,cust_key,date_key,ticket_key,offer_key,product_key,usage_balance,resolution_time_hrs,is_accepted,event_type,event_year
549167565,862944980,20241031.0,-1,1599839,,,,False,Offer,2024.0
1433396955,913941437,20241209.0,-1,1599902,,,,True,Offer,2024.0
664250715,887013376,20241006.0,-1,1632603,,,,False,Offer,2024.0
1136422908,912780644,20241015.0,-1,1635488,,,,True,Offer,2024.0
1424076217,914657626,20241026.0,-1,1661279,,,,False,Offer,2024.0
228460051,886925927,20241018.0,-1,53684,,,,True,Offer,2024.0
1112883915,890706473,20240926.0,-1,1664290,,,,False,Offer,2024.0
2110638596,890712204,20241015.0,-1,1687416,,,,True,Offer,2024.0
1990719418,888084800,20241227.0,-1,1543942,,,,False,Offer,2024.0
1265287845,891753033,20240912.0,-1,1572060,,,,True,Offer,2024.0
1521611405,861305545,20241113.0,-1,1573956,,,,True,Offer,2024.0
1353540524,918472797,20241109.0,-1,1657463,,,,False,Offer,2024.0
746870341,887046020,20241021.0,-1,1603777,,,,False,Offer,2024.0
734648507,886925090,20241107.0,-1,1626777,,,,False,Offer,2024.0
990064214,891513801,20241206.0,-1,48659,,,,False,Offer,2024.0
1052266954,862909509,20240929.0,-1,1509381,,,,False,Offer,2024.0
643468341,884215966,20240908.0,-1,51603,,,,False,Offer,2024.0
1416173437,861184514,20240915.0,-1,1656443,,,,False,Offer,2024.0
1772370150,885317091,20240911.0,-1,1508483,,,,False,Offer,2024.0
234478365,916444092,20241120.0,-1,1633,,,,True,Offer,2024.0
625309955,886176218,20241115.0,-1,1571881,,,,True,Offer,2024.0
283801593,884119649,20241009.0,-1,1574950,,,,True,Offer,2024.0
1649465465,913797501,20241130.0,-1,1600892,,,,False,Offer,2024.0
2143239898,940515994,20241209.0,-1,1604492,,,,True,Offer,2024.0
449046053,883440476,20241124.0,-1,1633407,,,,False,Offer,2024.0
1690686696,887165184,20241209.0,-1,56344,,,,False,Offer,2024.0
152635679,914693124,20241005.0,-1,1539293,,,,False,Offer,2024.0
2104590472,917374339,20241027.0,-1,1569925,,,,False,Offer,2024.0
220542948,887012418,20241111.0,-1,1572058,,,,False,Offer,2024.0
606252719,861067371,20241204.0,-1,1573828,,,,True,Offer,2024.0
8930143,919362526,20240920.0,-1,1605571,,,,False,Offer,2024.0
1699450050,886986593,20240921.0,-1,1691105,,,,True,Offer,2024.0
454897443,914600769,20240928.0,-1,1508450,,,,False,Offer,2024.0
1359144998,863030758,20240906.0,-1,1539392,,,,True,Offer,2024.0
106792313,912781759,20241027.0,-1,1540168,,,,True,Offer,2024.0
1027457508,884158274,20241205.0,-1,1573794,,,,True,Offer,2024.0
55360969,911888891,20240903.0,-1,1598908,,,,True,Offer,2024.0
76992532,862138947,20241006.0,-1,52535,,,,False,Offer,2024.0
608399705,916473827,20241002.0,-1,1634372,,,,False,Offer,2024.0
747979260,886120543,20240919.0,-1,1665309,,,,True,Offer,2024.0
976145544,887910019,20241206.0,-1,54491,,,,True,Offer,2024.0
878524401,860295659,20241231.0,-1,1512326,,,,False,Offer,2024.0
479716908,916479656,20241210.0,-1,1514372,,,,True,Offer,2024.0
1994095320,889931102,20241215.0,-1,1515210,,,,True,Offer,2024.0
2132543664,889665833,20241106.0,-1,1543175,,,,False,Offer,2024.0
1451682393,917582911,20241205.0,-1,1568154,,,,False,Offer,2024.0
950495042,920354152,20241002.0,-1,1629658,,,,False,Offer,2024.0
29723592,885282585,20241210.0,-1,1659295,,,,True,Offer,2024.0
1863507866,888001226,20241120.0,-1,1688220,,,,True,Offer,2024.0
532246194,918529494,20241129.0,-1,1689208,,,,True,Offer,2024.0
1902292350,888954566,20241226.0,-1,1689276,,,,False,Offer,2024.0
1992005894,912096473,20240907.0,-1,48755,,,,True,Offer,2024.0
1595129273,860325535,20241219.0,-1,1516328,,,,True,Offer,2024.0
1013364609,917456869,20241002.0,-1,1567260,,,,True,Offer,2024.0
1080101389,920293834,20241217.0,-1,1600835,,,,False,Offer,2024.0
1547418826,891545359,20241116.0,-1,1604519,,,,False,Offer,2024.0
486110465,887041087,20241108.0,-1,1605698,,,,False,Offer,2024.0
637635965,940546909,20241117.0,-1,1632416,,,,True,Offer,2024.0
1549465862,887046889,20241121.0,-1,1659549,,,,True,Offer,2024.0
14627704,883375869,20241103.0,-1,1686267,,,,False,Offer,2024.0
1210702912,917580028,20240905.0,-1,1693892,,,,True,Offer,2024.0
354750628,917580955,20241016.0,-1,1542209,,,,False,Offer,2024.0
204817150,917488548,20241217.0,-1,1569114,,,,True,Offer,2024.0
86730821,919278918,20241120.0,-1,1598975,,,,True,Offer,2024.0
2095592987,917551166,20240924.0,-1,1663143,,,,False,Offer,2024.0
757095208,918349515,20241109.0,-1,1692125,,,,True,Offer,2024.0
1323994275,883442396,20241231.0,-1,1513415,,,,True,Offer,2024.0
1342715204,914657538,20240905.0,-1,1570114,,,,False,Offer,2024.0
169751433,920413765,20240924.0,-1,1603524,,,,False,Offer,2024.0
2114620005,890651750,20241204.0,-1,1632511,,,,False,Offer,2024.0
1415816039,890771910,20241018.0,-1,1694881,,,,False,Offer,2024.0
1751651102,919332735,20241020.0,-1,1694947,,,,False,Offer,2024.0
981379246,862941386,20241223.0,-1,56,,,,True,Offer,2024.0
709412938,891513712,20241229.0,-1,1508422,,,,True,Offer,2024.0
2030776983,916448781,20241024.0,-1,1514250,,,,False,Offer,2024.0
1691764420,920378208,20241211.0,-1,1514340,,,,False,Offer,2024.0
1701483799,912012676,20241110.0,-1,1546085,,,,False,Offer,2024.0
1517096352,917519238,20240911.0,-1,1567194,,,,False,Offer,2024.0
1406152598,891545512,20241003.0,-1,1572034,,,,True,Offer,2024.0
1865775612,891716478,20241211.0,-1,1631614,,,,True,Offer,2024.0
295405962,888770920,20241005.0,-1,1633314,,,,True,Offer,2024.0
785623962,887162328,20241109.0,-1,1659330,,,,False,Offer,2024.0
1017271782,918293989,20241001.0,-1,1688193,,,,False,Offer,2024.0
694019042,913019809,20240908.0,-1,1509569,,,,True,Offer,2024.0
1599502596,912844065,20240915.0,-1,1510499,,,,False,Offer,2024.0
1857681116,861273982,20241030.0,-1,1570982,,,,False,Offer,2024.0
78079979,920292749,20241003.0,-1,1599710,,,,True,Offer,2024.0
921083532,914871650,20240919.0,-1,51734,,,,False,Offer,2024.0
1120433466,918382463,20240924.0,-1,1631547,,,,False,Offer,2024.0
344694248,890858366,20240916.0,-1,1631642,,,,True,Offer,2024.0
2082354471,916537340,20241225.0,-1,1632477,,,,False,Offer,2024.0
2019041574,888949789,20240929.0,-1,1632573,,,,True,Offer,2024.0
783158332,886957697,20241024.0,-1,1658427,,,,True,Offer,2024.0
2135101087,861241127,20240920.0,-1,1662394,,,,,Offer,2024.0
468049538,889844392,20241125.0,-1,1688278,,,,True,Offer,2024.0
538007924,916506497,20241111.0,-1,56469,,,,False,Offer,2024.0
1316296343,916598628,20240929.0,-1,1510405,,,,False,Offer,2024.0
1032191481,920198534,20241214.0,-1,1513345,,,,False,Offer,2024.0
1311466031,914835409,20241013.0,-1,1600,,,,True,Offer,2024.0
1436339405,861040366,20241011.0,-1,1541343,,,,False,Offer,2024.0
392756510,915549433,20241102.0,-1,1569957,,,,False,Offer,2024.0
734308849,918324647,20241203.0,-1,1571816,,,,True,Offer,2024.0
733886471,885198111,20241119.0,-1,1598042,,,,True,Offer,2024.0
1742403584,920257346,20241227.0,-1,1598910,,,,True,Offer,2024.0
1204396034,917552131,20241004.0,-1,1662331,,,,True,Offer,2024.0
1403243646,891754794,20241211.0,-1,1687384,,,,False,Offer,2024.0
1327166752,887815781,20241010.0,-1,1689339,,,,False,Offer,2024.0
89162787,920409027,20241110.0,-1,1690080,,,,True,Offer,2024.0
493963482,888799039,20241017.0,-1,1507611,,,,False,Offer,2024.0
297781773,917432841,20240915.0,-1,1510532,,,,False,Offer,2024.0
414738699,884180445,20240914.0,-1,50674,,,,False,Offer,2024.0
854932852,920352329,20241115.0,-1,51573,,,,False,Offer,2024.0
388944840,883316291,20241105.0,-1,52571,,,,False,Offer,2024.0
1245986594,886920993,20241101.0,-1,1663105,,,,True,Offer,2024.0
1866397001,918355367,20240917.0,-1,1516322,,,,False,Offer,2024.0
105473197,884217734,20240915.0,-1,1605671,,,,True,Offer,2024.0
693923530,913917383,20241220.0,-1,1664131,,,,False,Offer,2024.0
1592645301,911974387,20241205.0,-1,1665090,,,,True,Offer,2024.0
1064427519,917461575,20241003.0,-1,1507640,,,,False,Offer,2024.0
1250536621,889846253,20241127.0,-1,1601856,,,,True,Offer,2024.0
2008977727,889693603,20240910.0,-1,1602844,,,,True,Offer,2024.0
1602108029,919332897,20241224.0,-1,1627618,,,,True,Offer,2024.0
154042165,863150723,20241223.0,-1,54424,,,,False,Offer,2024.0
322620432,913762811,20240921.0,-1,1687413,,,,True,Offer,2024.0
1310335070,889699310,20241213.0,-1,1690292,,,,True,Offer,2024.0
1665959137,911980160,20240928.0,-1,1508511,,,,False,Offer,2024.0
484907620,862225250,20241210.0,-1,1513474,,,,True,Offer,2024.0
1308660136,886921061,20240914.0,-1,1537219,,,,False,Offer,2024.0
38984897,883199171,20240925.0,-1,1599870,,,,False,Offer,2024.0
2116442647,916630316,20241226.0,-1,1601725,,,,False,Offer,2024.0
2074043233,913821373,20241018.0,-1,1602658,,,,False,Offer,2024.0
1995594012,916681275,20241125.0,-1,1604705,,,,False,Offer,2024.0
471943899,887844611,20241108.0,-1,1605538,,,,False,Offer,2024.0
127705641,912902653,20241215.0,-1,1628762,,,,,Offer,2024.0
1896828308,920258056,20241026.0,-1,1634404,,,,True,Offer,2024.0
1623210333,890771698,20240913.0,-1,56533,,,,True,Offer,2024.0
138246710,913888738,20241110.0,-1,48876,,,,True,Offer,2024.0
43723616,913856126,20241010.0,-1,1568034,,,,False,Offer,2024.0
1363266655,919458723,20241230.0,-1,1632638,,,,False,Offer,2024.0
956360945,860293672,20241003.0,-1,1663207,,,,True,Offer,2024.0
1969556305,913827266,20240926.0,-1,51633,,,,False,Offer,2024.0
642732916,920324523,20240903.0,-1,1601633,,,,True,Offer,2024.0
371751395,863117246,20241028.0,-1,1537375,,,,True,Offer,2024.0
228827116,920413829,20240906.0,-1,1573863,,,,True,Offer,2024.0
1620211007,887135328,20241209.0,-1,1509599,,,,False,Offer,2024.0
281242780,911856092,20240903.0,-1,1511304,,,,False,Offer,2024.0
709959455,886236768,20241017.0,-1,1599679,,,,False,Offer,2024.0
2038100229,888739392,20241205.0,-1,52539,,,,True,Offer,2024.0
525512649,941416458,20241109.0,-1,1631423,,,,False,Offer,2024.0
1286183711,888860355,20241227.0,-1,1689052,,,,False,Offer,2024.0
446306206,883200158,20241014.0,-1,54524,,,,True,Offer,2024.0
692913647,919250926,20240918.0,-1,56477,,,,True,Offer,2024.0
152903418,863006515,20241125.0,-1,48909,,,,True,Offer,2024.0
598470089,912842981,20241221.0,-1,1574756,,,,True,Offer,2024.0
2041781127,918324740,20241007.0,-1,1667,,,,True,Offer,2024.0
139580945,913883926,20241125.0,-1,1630681,,,,True,Offer,2024.0
552075423,918445761,20241125.0,-1,1632544,,,,True,Offer,2024.0
1096509316,885997629,20241209.0,-1,1687231,,,,False,Offer,2024.0
270750497,886026427,20240922.0,-1,1692068,,,,False,Offer,2024.0
894618594,914869045,20241026.0,-1,1575785,,,,True,Offer,2024.0
1063692109,920205454,20241005.0,-1,1598911,,,,True,Offer,2024.0
594346730,916689059,20241014.0,-1,1604551,,,,True,Offer,2024.0
471943921,887844611,20240929.0,-1,1605516,,,,False,Offer,2024.0
1333323017,889871359,20241226.0,-1,1627768,,,,True,Offer,2024.0
869728922,913857115,20241230.0,-1,1658303,,,,True,Offer,2024.0
941162756,913883058,20241001.0,-1,1665098,,,,True,Offer,2024.0
105875913,920292779,20241119.0,-1,1690014,,,,True,Offer,2024.0
534005042,883203102,20241010.0,-1,48656,,,,False,Offer,2024.0
1436078314,920196556,20241106.0,-1,1540382,,,,True,Offer,2024.0
1150402881,883232929,20241016.0,-1,1567008,,,,False,Offer,2024.0
1327791863,912928759,20241012.0,-1,50766,,,,False,Offer,2024.0
913990918,913915642,20241211.0,-1,1599744,,,,True,Offer,2024.0
935792789,919340425,20241124.0,-1,52628,,,,True,Offer,2024.0
1143623645,891780805,20240907.0,-1,1686424,,,,False,Offer,2024.0
283245613,915730076,20241015.0,-1,1688375,,,,False,Offer,2024.0
1133746817,940517087,20241221.0,-1,1689120,,,,True,Offer,2024.0
1365230985,861184459,20240907.0,-1,1507646,,,,False,Offer,2024.0
1503861203,888948953,20241017.0,-1,1631610,,,,True,Offer,2024.0
307538333,914656417,20241225.0,-1,1660284,,,,True,Offer,2024.0
129499700,889812648,20241121.0,-1,54644,,,,False,Offer,2024.0
433776614,913763769,20241021.0,-1,56383,,,,False,Offer,2024.0
1483765600,884336930,20241006.0,-1,1507454,,,,,Offer,2024.0
358355383,914748709,20241009.0,-1,1512356,,,,False,Offer,2024.0
1358990431,916477665,20241201.0,-1,1537344,,,,False,Offer,2024.0
1436413966,863091300,20241113.0,-1,1574826,,,,True,Offer,2024.0
1283059678,915550397,20241003.0,-1,1598881,,,,True,Offer,2024.0
694019043,913019809,20241020.0,-1,1509570,,,,True,Offer,2024.0
392756511,915549433,20241217.0,-1,1569958,,,,False,Offer,2024.0
243047459,885171265,20241125.0,-1,1572962,,,,False,Offer,2024.0
1247160011,890739173,20241121.0,-1,1574758,,,,False,Offer,2024.0
239384048,889663783,20241008.0,-1,1601609,,,,False,Offer,2024.0
1178408758,940604377,20240906.0,-1,52655,,,,False,Offer,2024.0
582204432,889013064,20240908.0,-1,1662152,,,,False,Offer,2024.0
1065110939,888922918,20241225.0,-1,1692223,,,,True,Offer,2024.0
1563976985,886000510,20241005.0,-1,1509531,,,,False,Offer,2024.0
832975200,885286366,20240910.0,-1,1542082,,,,True,Offer,2024.0
1398508841,917458908,20241031.0,-1,1601787,,,,False,Offer,2024.0
707381347,912005983,20240925.0,-1,1602692,,,,True,Offer,2024.0
125963570,888947747,20241210.0,-1,52689,,,,False,Offer,2024.0
1948092992,918411263,20241209.0,-1,1690049,,,,False,Offer,2024.0
1820212640,885168322,20240908.0,-1,1693150,,,,True,Offer,2024.0
1044826150,919456680,20241107.0,-1,1511550,,,,False,Offer,2024.0
1868519172,891716481,20241107.0,-1,1604611,,,,True,Offer,2024.0
1989886146,940725439,20241012.0,-1,1630719,,,,False,Offer,2024.0
1164476861,888916031,20241121.0,-1,1634558,,,,True,Offer,2024.0
1012811466,919484549,20240926.0,-1,1693893,,,,True,Offer,2024.0
1564342903,885169308,20240920.0,-1,1513197,,,,True,Offer,2024.0
502289473,917636603,20241112.0,-1,1514308,,,,False,Offer,2024.0
921075006,917456769,20241225.0,-1,1629757,,,,False,Offer,2024.0
2082986427,890800676,20240917.0,-1,1658401,,,,False,Offer,2024.0
1706720965,860319809,20241117.0,-1,1513220,,,,True,Offer,2024.0
1069875271,885997658,20241016.0,-1,1539167,,,,False,Offer,2024.0
1429319207,863095943,20241002.0,-1,1539360,,,,True,Offer,2024.0
1932520306,886987311,20240921.0,-1,1599967,,,,True,Offer,2024.0
1165088350,862135101,20241120.0,-1,1633509,,,,True,Offer,2024.0
2059607039,891544614,20241124.0,-1,1686233,,,,True,Offer,2024.0
794838311,883407547,20241026.0,-1,1693086,,,,False,Offer,2024.0
2055110352,916597828,20241123.0,-1,1513196,,,,False,Offer,2024.0
764850084,885106721,20241005.0,-1,1572867,,,,False,Offer,2024.0
463985021,891783715,20240903.0,-1,1598944,,,,True,Offer,2024.0
147366386,911944599,20241208.0,-1,1693175,,,,False,Offer,2024.0
949956166,890585380,20241209.0,-1,1515298,,,,False,Offer,2024.0
910017002,913855188,20241120.0,-1,1537346,,,,False,Offer,2024.0
1506715158,883202148,20241115.0,-1,1545094,,,,True,Offer,2024.0
536744025,888770019,20240925.0,-1,1575748,,,,True,Offer,2024.0
1125380109,889848331,20241223.0,-1,1575784,,,,False,Offer,2024.0
1757996947,887993570,20241013.0,-1,53,,,,False,Offer,2024.0
56221092,918441769,20241129.0,-1,1657595,,,,True,Offer,2024.0
322183622,885229852,20241203.0,-1,159665066,,,,False,Offer,2024.0
1583163121,883322982,20241005.0,-1,1510313,,,,False,Offer,2024.0
1598505032,886005198,20241028.0,-1,1538426,,,,True,Offer,2024.0
368317834,861963890,20241031.0,-1,1568004,,,,False,Offer,2024.0
989233449,885165280,20241105.0,-1,1597943,,,,False,Offer,2024.0
1781645843,920173677,20241020.0,-1,1508390,,,,True,Offer,2024.0
275467787,888738344,20241221.0,-1,1544163,,,,True,Offer,2024.0
712572295,885226038,20241110.0,-1,1545027,,,,True,Offer,2024.0
1099192388,941379874,20241117.0,-1,1665058,,,,True,Offer,2024.0
1865249514,915793472,20241019.0,-1,1689302,,,,True,Offer,2024.0
481483776,940573601,20241118.0,-1,1693919,,,,True,Offer,2024.0
1165524125,914657346,20241111.0,-1,1695067,,,,False,Offer,2024.0
1178819785,914664109,20241003.0,-1,1513226,,,,False,Offer,2024.0
2108580278,917434886,20240917.0,-1,1515332,,,,False,Offer,2024.0
1074244830,888978716,20241019.0,-1,1541126,,,,True,Offer,2024.0
909560659,891541612,20240926.0,-1,159746535,,,,True,Offer,2024.0
966968814,890734219,20240917.0,-1,1539299,,,,True,Offer,2024.0
776762230,885223000,20241019.0,-1,1569054,,,,False,Offer,2024.0
2101353232,915616492,20241129.0,-1,1574916,,,,False,Offer,2024.0
482325187,887932962,20241013.0,-1,1599003,,,,True,Offer,2024.0
1783059410,890586282,20241214.0,-1,1602600,,,,False,Offer,2024.0
1573737196,912844037,20240917.0,-1,1603687,,,,False,Offer,2024.0
53228363,888953762,20240928.0,-1,51757,,,,False,Offer,2024.0
1361881407,862077379,20241208.0,-1,1507580,,,,False,Offer,2024.0
967836568,884123559,20240927.0,-1,1540161,,,,True,Offer,2024.0
69922686,883375929,20241204.0,-1,1569989,,,,True,Offer,2024.0
1714024418,861306692,20241004.0,-1,1626842,,,,True,Offer,2024.0
577322302,890676739,20241117.0,-1,1627711,,,,True,Offer,2024.0
62005252,860383137,20241129.0,-1,1601763,,,,False,Offer,2024.0
376239430,888858555,20241206.0,-1,1603711,,,,False,Offer,2024.0
1940143186,913886627,20240904.0,-1,1605515,,,,True,Offer,2024.0
1820736096,891628067,20240916.0,-1,1628605,,,,True,Offer,2024.0
574670507,889729255,20241009.0,-1,1663300,,,,False,Offer,2024.0
455780070,940545725,20240915.0,-1,1665245,,,,False,Offer,2024.0
1380371031,912930524,20241103.0,-1,48819,,,,True,Offer,2024.0
1348366264,918416995,20240912.0,-1,1543013,,,,True,Offer,2024.0
1490260639,887935098,20241015.0,-1,1543973,,,,False,Offer,2024.0
1040461211,888772880,20241225.0,-1,50549,,,,False,Offer,2024.0
799939167,914842976,20241111.0,-1,1598719,,,,False,Offer,2024.0
1297631351,940608379,20241219.0,-1,51666,,,,True,Offer,2024.0
994365376,887011580,20241116.0,-1,1660228,,,,True,Offer,2024.0
783262433,940700538,20241127.0,-1,1571943,,,,True,Offer,2024.0
2142584503,913677288,20241217.0,-1,50737,,,,True,Offer,2024.0
1360046137,916508513,20240911.0,-1,1601880,,,,False,Offer,2024.0
1008530378,887908932,20241106.0,-1,52474,,,,False,Offer,2024.0
1152511795,862051403,20240929.0,-1,1659394,,,,False,Offer,2024.0
444771914,916479618,20241119.0,-1,1663176,,,,False,Offer,2024.0
470061090,915608957,20240903.0,-1,1663201,,,,False,Offer,2024.0
1299432119,888978472,20241031.0,-1,1692961,,,,False,Offer,2024.0
